Street,Lat,Lon
142 PL,-73.79844807841789,40.67688218631017
142 RD,-73.75551696352257,40.66862720585417
142 ST,-73.80472299088112,40.69258659478565
143 AVE,-73.75232133167304,40.66658769388928
143 PL,-73.82586044746408,40.78796476167962
143 RD,-73.76168354218042,40.66816327409998
143 ST,-73.80832174296532,40.70800224052314
144 AVE,-73.75666698476427,40.6651054281347
144 DR,-73.7754126468273,40.6650986052281
144 PL,-73.81537017858821,40.734562102378774
144 RD,-73.7677905241063,40.66756574824792
144 ST,-73.80529282933652,40.70343353869486
144 TER,-73.77536599770349,40.664495099715836
145 AVE,-73.7515437802361,40.662075407457706
145 DR,-73.76833104911309,40.66367736546409
145 PL,-73.82135555290779,40.78330745810357
145 RD,-73.76388689751722,40.663682439227834
145 ST,-73.79916453433204,40.685209437628885
146 AVE,-73.75753088045356,40.66053476083579
146 DR,-73.7664860218154,40.66194475901758
146 PL,-73.82093794036673,40.770004259202466
146 RD,-73.7675517833123,40.662425716026014
146 ST,-73.80606631241402,40.71339805665888
146 TER,-73.7658933817884,40.66083586680994
147 AVE,-73.74771376169758,40.658259411354315
147 DR,-73.73669929292734,40.65575286515831
147 PL,-73.81488071679615,40.7510366428985
147 RD,-73.73654476804482,40.65642709156821
147 ST,-73.80741643578405,40.72468597020464
148 AVE,-73.73995903892248,40.65536018979591
148 DR,-73.73601003580922,40.65354019495744
148 PL,-73.82158235871562,40.739568582485795
148 RD,-73.73788908893918,40.654481335093095
148 ST,-73.805096851867,40.71694666549313
149 AVE,-73.78636189519807,40.66118107413848
149 DR,-73.73640129197442,40.651674376661546
149 PL,-73.81641478006284,40.77312662980606
149 RD,-73.73394337847434,40.65255603681034
149 ST,-73.81090035303593,40.74993829526476
15 AVE,-73.95732327242875,40.66101159743979
15 DR,-73.80443110736545,40.78513149660254
15 RD,-73.80464822074121,40.73766902565882
15 ST,-73.98831306724932,40.665061178387376
150 AVE,-73.81563861188518,40.66577472637087
150 DR,-73.76506043619301,40.65588148525441
150 PL,-73.81356825620192,40.77610582392487
150 RD,-73.8232323473244,40.66623282135395
150 ST,-73.8131265708891,40.75153883575316
151 AVE,-73.85046190737853,40.667692990146904
151 PL,-73.81083819507958,40.789877813267914
151 ST,-73.81060745773327,40.731171611306955
152 AVE,-73.81471723486419,40.66385817373232
152 ST,-73.81039093959826,40.741147109796344
153 AVE,-73.84879587932791,40.666731983710356
153 CT,-73.78426927429243,40.66585111147904
153 LN,-73.78491723401726,40.66546642336363
153 PL,-73.80901284991539,40.785943491544025
153 ST,-73.80202303853984,40.71500531508072
154 PL,-73.81374136077835,40.7422454876588
154 ST,-73.8027217355999,40.7439401037246
155 AVE,-73.84928295822088,40.66484751323146
155 ST,-73.79826139615902,40.71455011761198
156 AVE,-73.84737369054972,40.663226376861104
156 PL,-73.79973645833249,40.69835570384739
156 ST,-73.80242342485312,40.72944574914995
157 AVE,-73.84094402234555,40.66249564158703
157 ST,-73.79930972024897,40.72872070785515
158 AVE,-73.84009638002941,40.66088802722828
158 ST,-73.79505020119215,40.71782915020885
159 AVE,-73.84026866237495,40.65910816866411
159 DR,-73.83081598874134,40.65919584647803
159 RD,-73.83079759158964,40.65976325401694
159 ST,-73.79917578656723,40.72664739192511
16 AVE,-73.95453022409978,40.654392002537
16 DR,-73.80683872466707,40.78438075099126
16 RD,-73.81328044552471,40.74969345670522
16 ST,-73.98441519234044,40.662352338521174
160 AVE,-73.83828136284568,40.65764045337777
160 ST,-73.80015974913005,40.7365092462919
161 AVE,-73.84033908710977,40.65567661688141
161 PL,-73.78063619422319,40.67845577860459
161 ST,-73.7993549524391,40.732237929147836
162 AVE,-73.83774309933821,40.654291378991665
162 ST,-73.80430778633638,40.744201571175964
163 AVE,-73.83982810219052,40.65242372841253
163 DR,-73.82945596859312,40.652514474817806
163 PL,-73.80357186829185,40.750478648975914
163 RD,-73.82984856285096,40.652947414422975
163 ST,-73.80260595336563,40.756408256365944
164 AVE,-73.83678121428177,40.65094894097062
164 DR,-73.82882372338788,40.65108414295104
164 PL,-73.79695689884777,40.70945654232158
164 RD,-73.82906907633941,40.65157077628949
164 ST,-73.79858463558674,40.72799462898898
165 AVE,-73.83882869944262,40.64907955210523
165 ST,-73.79741453911048,40.727883574756966
166 PL,-73.77368158157422,40.67318133820467
166 ST,-73.79628301811927,40.73918267411001
167 ST,-73.79406006718564,40.724185646315014
168 PL,-73.7900124415643,40.70361867876041
168 ST,-73.7929539033886,40.723919261732384
169 PL,-73.78490739742351,40.69663237656878
169 ST,-73.79305168905739,40.72887895818087
17 AVE,-73.93237552150202,40.672175603232
17 RD,-73.80897069903867,40.77260301401145
17 ST,-73.98551207553052,40.660207647076334
170 PL,-73.79700546551722,40.74864592339864
170 ST,-73.79151277043407,40.72544208149872
171 PL,-73.78689738371781,40.71264159575262
171 ST,-73.79033724057287,40.72514193335767
172 ST,-73.78835675611064,40.72355351554
173 ST,-73.78575868249148,40.707853960885146
174 PL,-73.76936354374239,40.679857659121566
174 ST,-73.78541480949306,40.710013339672265
175 PL,-73.78616139822978,40.722987438181065
175 ST,-73.78401092850316,40.70581411219508
176 PL,-73.76581225793106,40.67856080121107
176 ST,-73.77790735927636,40.691728136740316
177 PL,-73.76948477680746,40.67678891473438
177 ST,-73.77727681598775,40.69429075773245
178 PL,-73.7688165246945,40.68632080391967
178 ST,-73.7788419810296,40.70471282907084
179 PL,-73.77984732012325,40.706672611218785
179 ST,-73.77824795697256,40.704887920097434
18 AVE,-73.94343839295291,40.6626538070329
18 ST,-73.97385076043533,40.686123699317456
180 ST,-73.77577850515921,40.70328943652193
181 PL,-73.76255841416106,40.6679206954022
181 ST,-73.77879885382463,40.704216794017185
182 PL,-73.774884668426,40.700840165632684
182 ST,-73.7774407905737,40.70279809355179
183 PL,-73.77400960430367,40.70594839801469
183 ST,-73.77742020931912,40.706329114666374
184 PL,-73.77599429121376,40.71128151779241
184 ST,-73.78009216849995,40.71690153520431
185 ST,-73.78093623381346,40.722424011691054
186 LN,-73.78608672143424,40.73625205050417
186 ST,-73.78015019596941,40.72354520530315
187 PL,-73.77310622928863,40.71287461252944
187 ST,-73.77995179867753,40.72527372853229
188 ST,-73.78117201035336,40.7300370090961
189 ST,-73.78138162224363,40.732929658489816
19 AVE,-73.92967288368791,40.67278688354558
19 DR,-73.89148675502327,40.772493721854815
19 LN,-74.00587305399394,40.599492462390444
19 RD,-73.87548389345152,40.732659283131596
19 ST,-73.96926011657305,40.69529479257439
190 LN,-73.78216896839119,40.73662001222785
190 PL,-73.76584228607574,40.70300782581105
190 ST,-73.78155227515404,40.73650840323404
191 ST,-73.77520247584813,40.72675542180307
192 ST,-73.77810422015433,40.731682559122035
193 LN,-73.77965846708034,40.73749414788382
193 ST,-73.77560744592347,40.72850421472347
194 LN,-73.78058722281807,40.738676552858585
194 ST,-73.77584659699374,40.73088754832544
195 LN,-73.77897581492385,40.737779683671356
195 PL,-73.76568950008841,40.714649100397416
195 ST,-73.77432351590687,40.72990100727496
196 PL,-73.78051624743225,40.74509811073008
196 ST,-73.77012840236274,40.7232927663529
197 ST,-73.76524281265236,40.71576245735367
198 ST,-73.76470028736551,40.71684483053917
199 ST,-73.76209784615729,40.71399976548741
2 AVE,-73.96578238502299,40.75044276191149
2 CT,-74.1674392498678,40.52547038243514
2 DR,-73.92452373487211,40.78892642975767
2 PL,-73.9985044914622,40.6798518220228
2 ST,-73.99185972703157,40.67150904291952
20 AVE,-73.9193064933322,40.68684185040194
20 DR,-74.00486807980488,40.59976495270844
20 LN,-74.0032837926657,40.59796526674555
20 RD,-73.82388543526771,40.77939059802595
20 ST,-73.98056840275655,40.67274691651608
200 ST,-73.76807748555899,40.72732431941175
201 PL,-73.74991856232641,40.69296050235588
201 ST,-73.76995673471019,40.73385308891213
202 ST,-73.76859317277945,40.733044173931994
203 ST,-73.76624202961834,40.72973420830521
204 ST,-73.76400659880157,40.72722117344892
205 PL,-73.75328049324278,40.70995094451077
205 ST,-73.7623143079533,40.726005471998576
206 ST,-73.7756685915198,40.755309714117296
207 ST,-73.76188042685918,40.73012935507102
208 PL,-73.78418529778608,40.784463667302944
208 ST,-73.7631228763452,40.734635949467496
209 PL,-73.76051636731283,40.733734435434236
209 ST,-73.76135205247206,40.733799264957305
21 AVE,-73.8996734588519,40.723425788137796
21 DR,-73.92110869415744,40.77459215502594
21 RD,-73.8529205289357,40.778200909570884
21 ST,-73.94588583307535,40.738902021662575
210 PL,-73.75929725993575,40.73341820855688
210 ST,-73.76128707702125,40.73534626128421
211 PL,-73.747998789116,40.714193543939594
211 ST,-73.76110940429966,40.737639953838
212 PL,-73.74886985730033,40.72029550061085
212 ST,-73.76345417579559,40.74587934479477
213 ST,-73.75997950408566,40.74066617958618
214 PL,-73.76080826919087,40.74982060088071
214 ST,-73.75472472910089,40.73283842847919
215 PL,-73.75491696748918,40.741683452584276
215 ST,-73.75879855726579,40.744586957984914
216 ST,-73.75339986286896,40.73896330904193
217 LN,-73.73901806315348,40.71382876735564
217 PL,-73.74006400534411,40.71180328704096
217 ST,-73.75150449998354,40.72924284282075
218 PL,-73.74193514388132,40.72412274976324
218 ST,-73.75122031063545,40.72835020250466
219 ST,-73.74649975279101,40.717195721172835
22 AVE,-73.8120361096742,40.77847077924388
22 DR,-73.91852640632506,40.779512243744854
22 RD,-73.86671902484966,40.77933545692261
22 ST,-73.9789394260905,40.68581660146332
220 PL,-73.75453669592451,40.72291735675818
220 ST,-73.7468321473465,40.71703286316793
221 PL,-73.73911531712258,40.7279503408687
221 ST,-73.74342737072773,40.708441023298796
222 ST,-73.74499781353182,40.70428836208535
223 PL,-73.75359516211788,40.74670822559088
223 ST,-73.74552508714572,40.69939677390405
224 ST,-73.74539629126278,40.70265616848003
225 ST,-73.74296006931732,40.6885679263924
226 DR,-73.84707600082511,40.884563021500895
226 ST,-73.74315869651844,40.69155503242576
227 ST,-73.73866616410405,40.68581729409217
228 ST,-73.74255443110445,40.694421719301445
229 DR N,-73.84447523707746,40.88708950219062
229 DR S,-73.84572322307244,40.88534021660792
229 ST,-73.74171508079127,40.69609378813977
23 AVE,-73.87668389968344,40.744525515603335
23 DR,-73.92044074057672,40.77777845779852
23 RD,-73.86431712394051,40.77809708152282
23 ST,-73.94233673364094,40.742741350026485
23 TER,-73.92087272340981,40.7772494560852
230 PL,-73.74735973162223,40.66338794451886
230 ST,-73.74111371738384,40.694977979451494
231 ST,-73.74059638219036,40.68805657718241
232 ST,-73.7387155710345,40.68761434302985
233 PL,-73.75353795706815,40.77167828980204
233 ST,-73.73649980831547,40.69385507523148
234 PL,-73.7367694689973,40.6718540641271
234 ST,-73.73482561035296,40.68642344195138
235 CT,-73.73272138279071,40.73188067107871
235 ST,-73.73507024864607,40.70607830784301
236 ST,-73.73199912354931,40.69009762101092
237 ST,-73.73289106920004,40.71607450075984
238 ST,-73.7288765186109,40.70779045329216
239 ST,-73.72781853920705,40.729146564890854
24 AVE,-73.87727780361267,40.73878159073384
24 DR,-73.92201264403583,40.77519750281796
24 RD,-73.81603923759805,40.77481010439112
24 ST,-73.9345810528369,40.754421449514005
240 PL,-73.74258841279071,40.75949622958199
240 ST,-73.73443365616133,40.73721276482042
241 ST,-73.73095576925732,40.71658351484621
242 ST,-73.72990768474624,40.721907305923594
243 ST,-73.73443353623733,40.700712329284265
244 ST,-73.73472142801542,40.72597483299733
245 PL,-73.73324977010299,40.75591068654003
245 ST,-73.73456447451909,40.72421368737547
246 CRES,-73.73425794843384,40.758395738906934
246 PL,-73.73168636696963,40.757887363520176
246 ST,-73.72552827470767,40.713218435425865
247 ST,-73.72939988205552,40.73863733402883
248 ST,-73.72990117480163,40.737109344710895
249 ST,-73.72696323114481,40.72487375789585
25 AVE,-73.87490272386135,40.739353849970456
25 DR,-73.81033415145048,40.77459805954024
25 RD,-73.86529003762297,40.77507212932484
25 ST,-73.99404442871399,40.667196055403
250 ST,-73.72357349132243,40.72452169447648
251 PL,-73.73018943344293,40.76263215589821
251 ST,-73.72098806168238,40.74455729486608
252 ST,-73.71859281950493,40.74198517706357
253 PL,-73.73536921368222,40.65704126524544
253 ST,-73.72253770272164,40.70865153010023
254 ST,-73.72262695480791,40.71882577249044
255 ST,-73.72303325939949,40.73562892097156
256 ST,-73.71846572319225,40.71837469638634
257 ST,-73.71625172767824,40.71573743423177
258 ST,-73.7135086367109,40.72475373625354
259 ST,-73.71196218446178,40.727865662369595
26 AVE,-73.84843212417235,40.741197062656155
26 RD,-73.92624547271524,40.77325031812948
26 ST,-73.93341348354735,40.75145850721792
260 PL,-73.72066830455087,40.75362733101644
260 ST,-73.71365438168506,40.74623963859827
261 ST,-73.70974847802187,40.7415749024803
262 PL,-73.72548474676496,40.65294556439702
262 ST,-73.71033261996672,40.741017027310086
263 ST,-73.70976537027782,40.74575552176326
264 ST,-73.70749246467436,40.74428898003488
265 ST,-73.70593658758561,40.74383494224545
266 ST,-73.70667120249797,40.74554752415352
267 ST,-73.70600565056829,40.74615165825974
268 ST,-73.70356130535728,40.74541378992077
269 ST,-73.70417785731588,40.748887827090314
27 AVE,-73.84641068303635,40.749526490750156
27 RD,-73.92583961233437,40.77137575687362
27 ST,-73.9327341746021,40.75339498762576
270 ST,-73.70402559771951,40.75050477757296
271 ST,-73.70433808258922,40.752125133320824
28 AVE,-73.86580864646265,40.747170960644475
28 RD,-73.84756992741558,40.77193781376966
28 ST,-73.9263311382827,40.76129563372994
29 AVE,-73.82955977954497,40.771069405723544
29 RD,-73.82415553216825,40.77166683230319
29 ST,-73.93172528818442,40.75359488509523
3 AVE,-73.97110326343349,40.730558977031464
3 CT,-74.16775480473939,40.52521780245116
3 DR,-73.92357167193362,40.7884893496848
3 PL,-73.99899795426366,40.67906347214799
3 ST,-73.99482346019707,40.661831367915966
30 AVE,-73.88848823946857,40.765675532618985
30 DR,-73.92915166275245,40.76817215724515
30 PL,-73.93721308912711,40.74057629094219
30 RD,-73.92659824735007,40.7681583302762
30 ST,-73.93837671286225,40.745141049472046
31 AVE,-73.88749561206993,40.762992440551365
31 DR,-73.91867631366152,40.7666298399215
31 PL,-73.93536515899764,40.7403608497904
31 RD,-73.89669524003095,40.7680828732985
31 ST,-73.93297485409241,40.749353588531996
32 AVE,-73.83587595970248,40.764893363835085
32 PL,-73.93311936565065,40.74209139444175
32 RD,-73.77410173057052,40.772407592815256
32 ST,-73.93196233342302,40.75012060844745
33 AVE,-73.81483363101502,40.768909286887755
33 RD,-73.84062846786539,40.76770839881216
33 ST,-73.92930161429416,40.75197986845511
34 AVE,-73.84481445875694,40.762625875808574
34 RD,-73.78905000605667,40.767695475618666
34 ST,-73.93245314173829,40.74767201278135
35 AVE,-73.83383368835234,40.762127361850595
35 RD,-73.89509503425084,40.7495884607482
35 ST,-73.9236639579331,40.75474966571578
36 AVE,-73.863410720367,40.7613468258969
36 RD,-73.83389786380417,40.761320591776645
36 ST,-73.93319602482553,40.739275805852984
37 AVE,-73.8661457436597,40.75486300251719
37 DR,-73.86016927575196,40.75304708243577
37 RD,-73.87038151330705,40.753217193045984
37 ST,-73.93033498283239,40.74252471146107
38 AVE,-73.84657952794939,40.75799374703894
38 DR,-73.74800237790197,40.77157769055287
38 RD,-73.74767165355073,40.772509820915694
38 ST,-73.93443421974993,40.73129539992643
39 AVE,-73.84360537778977,40.75613334458461
39 DR,-73.9109038200915,40.74701417701647
39 PL,-73.92566805771675,40.74169792695462
39 RD,-73.77573211847961,40.76768530003003
39 ST,-73.98034923705744,40.66475537039194
4 AVE,-74.00175304095652,40.65585360902078
4 AVENUE SB RB,-74.0014232260551,40.65747687522662
4 CT,-74.16814984012245,40.52498066455047
4 DR,-73.92224931533299,40.78940819860876
4 PL,-73.99939512950098,40.67823156012989
4 ST,-73.99009824533842,40.6674948212224
40 AVE,-73.82987351280954,40.76239525707475
40 DR,-73.87140503488934,40.74755367529206
40 RD,-73.86222327058863,40.75141794242114
40 ST,-73.97897400815317,40.664829073469456
41 AVE,-73.84182737987278,40.75550990493841
41 DR,-73.8600068648641,40.75158235376758
41 RD,-73.81961715383548,40.75707828707256
41 ST,-73.95189142840826,40.704608115476276
42 AVE,-73.8213777074354,40.75473628370139
42 RD,-73.843348611312,40.75535975114237
42 ST,-73.94965419042981,40.70806661233261
43 AVE,-73.85109532743601,40.750565775827354
43 RD,-73.84562288743805,40.755051434817545
43 ST,-73.94810006404805,40.708958331615065
44 AVE,-73.86249355984502,40.74797937001607
44 DR,-73.94758804680056,40.74808589473378
44 RD,-73.94761290357961,40.74900900108073
44 ST,-73.96268458402537,40.68671242233347
45 AVE,-73.8452578688713,40.75031623172383
45 DR,-73.7764862926646,40.75696067183625
45 RD,-73.80883872021992,40.755411219916354
45 ST,-73.96077462307298,40.69027558039668
46 AVE,-73.82811912065341,40.75064731132224
46 RD,-73.81275841745753,40.75356030554919
46 ST,-73.95189286050176,40.701482847701776
47 AVE,-73.8568200096437,40.74706892777561
47 RD,-73.90095461058006,40.74787729889973
47 ST,-73.95028712892342,40.70270201549905
48 AVE,-73.85557420921558,40.745395245615484
48 ST,-73.95538907202037,40.69514394243241
49 AVE,-73.86637489608577,40.745086225584984
49 LN,-73.91717925485975,40.72426238181863
49 PL,-73.91964324130113,40.72140012089221
49 RD,-73.75430657586749,40.75756746664078
49 ST,-73.96247778686451,40.684990095805176
5 AVE,-73.97924940637233,40.695693559825564
5 DR,-73.92044172471314,40.789888418214446
5 ST,-73.979359610731,40.67599611428814
50 AVE,-73.86083974821699,40.743655728764644
50 ST,-73.9750166298745,40.66862979267521
51 AVE,-73.85369193065765,40.74443709255278
51 DR,-73.89019265965227,40.73520984027261
51 RD,-73.89596387953084,40.734730141136396
51 ST,-73.9884838746915,40.6498473075628
52 AVE,-73.86330846523373,40.73999571676291
52 CT,-73.88924732144189,40.73190378725778
52 DR,-73.89349948516055,40.73230816474479
52 RD,-73.88806885987982,40.73431098029553
52 ST,-73.99124779157195,40.64662206779987
53 AVE,-73.8432511129467,40.741205437407814
53 DR,-73.89752378909375,40.72949754170406
53 PL,-73.90784916162421,40.75452583353785
53 RD,-73.89409469171189,40.73060839065377
53 ST,-73.99114448544377,40.64481657637174
54 AVE,-73.85533198558844,40.73960022680113
54 DR,-73.92300748969846,40.730520948808206
54 PL,-73.91145743759249,40.714553594216376
54 RD,-73.92110438148333,40.73077471016889
54 ST,-73.98041246747007,40.65875781060095
55 AVE,-73.87609709931027,40.73542046725133
55 DR,-73.90570979450601,40.72577213789808
55 RD,-73.87825923880746,40.73318066772243
55 ST,-73.97522621568787,40.66425234686962
56 AVE,-73.83675380274481,40.739240514526685
56 DR,-73.9072958407016,40.69690900278186
56 PL,-73.90501686889975,40.760561085597246
56 RD,-73.84569996553383,40.73775031853629
56 ST,-73.97314149246573,40.667212078318
56 TER,-73.91362603863477,40.723712929999905
57 AVE,-73.82889387788363,40.74220767669457
57 DR,-73.84627094666932,40.734754582654936
57 PL,-73.91324528120484,40.72263891341438
57 RD,-73.86179306445754,40.73472392371466
57 ST,-73.98061017721743,40.658042969480825
58 AVE,-73.82719047946041,40.74042105222995
58 DR,-73.90729402718692,40.719829952529246
58 LN,-73.9074343384701,40.73785863213477
58 PL,-73.90940341189106,40.72923672028639
58 RD,-73.85034877187296,40.73549039866783
58 ST,-73.97440645972388,40.663467117417774
59 AVE,-73.82684878450799,40.73960612443327
59 DR,-73.9024158383996,40.718559012055586
59 PL,-73.90607556593413,40.7325784621971
59 RD,-73.90204428283145,40.71951378048335
59 ST,-73.9736809883146,40.65692726957484
6 AVE,-73.96587006490468,40.68102138529349
6 DR,-73.92106924656922,40.787812059213515
6 RD,-73.81633385587084,40.64864002882071
6 ST,-73.98289735287888,40.67007902655355
60 AVE,-73.8247837034947,40.73937372990475
60 CT,-73.90457635758814,40.714626296057766
60 DR,-73.89318759365511,40.71963766866705
60 LN,-73.89873049151038,40.70624891789088
60 PL,-73.9015095362872,40.71089468723919
60 RD,-73.86946247707674,40.72611228349894
60 ST,-73.96381220457866,40.66590605797161
61 AVE,-73.72878705299512,40.75732445374852
61 DR,-73.88112875041551,40.72240902462074
61 RD,-73.84943569867573,40.732390790810584
61 ST,-73.95359931866572,40.67372777545938
62 AVE,-73.84177872041694,40.7318730094441
62 DR,-73.85946763992062,40.731390637517606
62 RD,-73.86140112285473,40.72964896191357
62 ST,-73.95459443392127,40.6678827252451
63 AVE,-73.83028289694013,40.735992594686174
